Name,Platform,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,OtherSales,Global_Sales,CriticScore,Critic_Count,User_Score,User_Count,Developer,Rating
Shifters,PS2,2002,Adventure,3DO,0.03,0.02,0.0,0.01,0.05,37.0,12.0,5.9,8.0,3DO,Teen
Bladestorm: Nightmare,XOne,2015,Action,Tecmo Koei,0.03,0.02,0.0,0.0,0.05,48.0,6.0,7.1,8.0,Omega Force,Teen
TNA iMPACT: Cross the Line,PSP,2010,Fighting,SouthPeak Games,0.05,0.0,0.0,0.0,0.05,50.0,6.0,6.5,4.0,Point of View,Teen
Sacred 3,X360,2014,Role-Playing,Deep Silver,0.03,0.02,0.0,0.0,0.05,51.0,11.0,4.1,42.0,Deep Silver,Mature
Venetica,PC,2009,Role-Playing,DTP Entertainment,0.0,0.04,0.0,0.01,0.05,61.0,17.0,6.8,51.0,Deck 13,Teen
Operation Flashpoint: Dragon Rising,PC,2009,Shooter,Codemasters,0.02,0.03,0.0,0.01,0.05,76.0,29.0,4.9,539.0,Codemasters,Mature
Wasteland 2,XOne,2015,Role-Playing,Deep Silver,0.04,0.01,0.0,0.01,0.05,77.0,13.0,7.1,56.0,InXile Entertainment,Mature
Sigma Star Saga,GBA,2005,Role-Playing,Atari,0.04,0.01,0.0,0.0,0.05,68.0,34.0,8.2,6.0,WayForward,Everyone 10+
FIFA Soccer 2004,GBA,2003,Sports,Electronic Arts,0.04,0.01,0.0,0.0,0.05,82.0,4.0,7.9,9.0,Exient Entertainment,Everyone
Disney's Party,GC,2002,Misc,Electronic Arts,0.04,0.01,0.0,0.0,0.05,39.0,6.0,7.8,5.0,Neverland,Everyone
The Bureau: XCOM Declassified,PC,2013,Shooter,Take-Two Interactive,0.0,0.05,0.0,0.0,0.05,66.0,45.0,6.5,621.0,2K Marin,Mature
Nanostray 2,DS,2008,Shooter,Codemasters,0.03,0.01,0.0,0.0,0.05,75.0,23.0,7.8,8.0,Shin'en,Everyone
Dokapon Journey,DS,2008,Role-Playing,Sting,0.05,0.0,0.0,0.0,0.05,60.0,16.0,7,8.0,Suzak,Everyone 10+
Metal Slug Anthology,PSP,2007,Shooter,Ignition Entertainment,0.02,0.0,0.02,0.01,0.05,78.0,26.0,7.4,25.0,Terminal Reality,Teen
Back to the Future: The Game,Wii,2011,Adventure,Telltale Games,0.05,0.0,0.0,0.0,0.05,66.0,7.0,4.1,9.0,Iron Galaxy Studios,Teen
Phantom Crash,XB,2002,Simulation,Phantagram,0.03,0.01,0.01,0.0,0.05,74.0,23.0,8.3,14.0,Genki,Teen
Yanya Caballista: City Skater,PS2,2001,Sports,Tecmo Koei,0.02,0.02,0.0,0.01,0.05,58.0,13.0,6.3,7.0,Cave,Everyone
The Typing of the Dead,DC,2000,Shooter,Sega,0.0,0.0,0.05,0.0,0.05,83.0,12.0,7.8,12.0,Smilebit,Mature
Jenga World Tour,Wii,2007,Misc,Atari,0.05,0.0,0.0,0.0,0.05,26.0,14.0,2.8,11.0,Atomic Planet Entertainment,Everyone
Tenchu: Dark Secret,DS,2006,Action,From Software,0.03,0.0,0.01,0.0,0.05,37.0,10.0,5.1,7.0,From Software,Teen
Shrek Super Party,GC,2003,Misc,TDK Mediactive,0.04,0.01,0.0,0.0,0.05,40.0,6.0,7.3,7.0,Mass Media,Everyone
Second Sight,GC,2004,Adventure,Codemasters,0.04,0.01,0.0,0.0,0.05,77.0,34.0,8.5,13.0,Free Radical Design,Teen
Rave Master,GC,2002,Fighting,Konami Digital Entertainment,0.0,0.0,0.05,0.0,0.05,60.0,15.0,6.3,4.0,Konami,Teen
Bejeweled Twist,PC,2008,Puzzle,PopCap Games,0.01,0.04,0.0,0.01,0.05,78.0,12.0,7.3,11.0,PopCap,Everyone
Steins;Gate 0,PS4,2015,Adventure,PQube,0.0,0.0,0.05,0.0,0.05,81.0,17.0,8.3,29.0,5pb,Mature
Ivy the Kiwi?,DS,2010,Puzzle,Rising Star Games,0.04,0.0,0.0,0.0,0.05,69.0,20.0,6.3,4.0,Prope,Everyone
Hail to the Chimp,PS3,2008,Misc,Gamecock,0.05,0.0,0.0,0.0,0.05,51.0,19.0,4.5,4.0,Wideload Games Inc.,Teen
Alias,XB,2004,Action,Acclaim Entertainment,0.04,0.01,0.0,0.0,0.05,64.0,37.0,6,4.0,Acclaim Studios Cheltenham,Teen
OutRun 2006: Coast 2 Coast,PS2,2006,Racing,Sega,0.02,0.01,0.01,0.0,0.05,81.0,42.0,8.8,17.0,Sumo Digital,Everyone
Arx Fatalis,XB,2003,Role-Playing,Mindscape,0.04,0.01,0.0,0.0,0.05,71.0,31.0,8.2,6.0,Arkane Studios,Mature
Zumba Fitness Core,X360,2012,Misc,505 Games,0.0,0.05,0.0,0.0,0.05,77.0,6.0,6.7,6.0,Zoe Mode,Everyone 10+
Guilty Gear Dust Strikers,DS,2006,Fighting,Majesco Entertainment,0.05,0.0,0.0,0.0,0.05,60.0,25.0,5.8,9.0,Arc System Works,Teen
Dark Summit,GC,2002,Sports,THQ,0.04,0.01,0.0,0.0,0.05,68.0,16.0,4.5,4.0,Radical Entertainment,Teen
Star Wars: Republic Commando,PC,2005,Shooter,LucasArts,0.0,0.04,0.0,0.01,0.05,78.0,34.0,8.7,279.0,LucasArts,Teen
The Lost Vikings,GBA,2003,Puzzle,Activision,0.04,0.01,0.0,0.0,0.05,75.0,16.0,9.1,15.0,Mass Media,Everyone
Plants vs. Zombies,PC,2009,Strategy,PopCap Games,0.0,0.04,0.0,0.01,0.05,87.0,41.0,8.9,891.0,PopCap,Everyone 10+
Stretch Panic,PS2,2001,Platform,Midas Interactive Entertainment,0.02,0.02,0.0,0.01,0.05,65.0,14.0,7.8,4.0,Treasure,Teen
PQ2: Practical Intelligence Quotient,PSP,2006,Puzzle,D3Publisher,0.04,0.0,0.0,0.0,0.05,74.0,19.0,7.8,6.0,Now Production,Everyone
DiRT 2,PC,2009,Racing,Codemasters,0.0,0.04,0.0,0.01,0.05,89.0,22.0,8.2,352.0,Codemasters,Teen
Payday 2,PC,2013,Shooter,505 Games,0.04,0.0,0.0,0.01,0.05,79.0,51.0,3.4,3558.0,Overkill Software,Mature
Woody Woodpecker: Escape from Buzz Buzzard Park,PS2,2001,Platform,DreamCatcher Interactive,0.02,0.02,0.0,0.01,0.05,64.0,5.0,7.4,5.0,EKO Software,Everyone
Hatsune Miku: Project Diva X,PS4,2016,Misc,Sega,0.02,0.0,0.02,0.0,0.05,78.0,22.0,7.4,41.0,Sega,Teen
Whirl Tour,GC,2002,Sports,Vivendi Games,0.04,0.01,0.0,0.0,0.05,61.0,10.0,9,4.0,Papaya Studios,Everyone
Grand Ages: Medieval,PC,2015,Strategy,Kalypso Media,0.0,0.05,0.0,0.0,0.05,63.0,11.0,5.4,52.0,Gaming Minds Studios,Teen
Saints Row: Gat out of Hell,PS4,2015,Action,Deep Silver,0.0,0.04,0.0,0.01,0.05,64.0,45.0,5.7,98.0,Volition Inc.,Mature
Stunt GP,PS2,2001,Racing,Titus,0.02,0.02,0.0,0.01,0.05,49.0,8.0,8.1,9.0,Team 17,Everyone
Plants vs. Zombies: Garden Warfare 2,PC,2016,Shooter,Electronic Arts,0.0,0.04,0.0,0.0,0.05,82.0,6.0,7.5,44.0,PopCap,Everyone 10+
Singularity,PC,2010,Shooter,Mastertronic,0.0,0.04,0.0,0.01,0.05,76.0,36.0,7.7,326.0,Raven Software,Mature
NASCAR Heat Evolution,PS4,2016,Racing,Dusenberry Martin Racing,0.04,0.0,0.0,0.01,0.05,66.0,8.0,3.8,18.0,Dusenberry Martin Racing,Everyone
Ms Saga: A New Dawn,PS2,2005,Role-Playing,Namco Bandai Games,0.02,0.02,0.0,0.01,0.05,65.0,27.0,8.6,15.0,Bandai,Everyone 10+
Child of Light,PS4,2014,Role-Playing,Ubisoft,0.0,0.01,0.04,0.0,0.05,82.0,46.0,8,451.0,Ubisoft Montreal,Everyone 10+
GrimGrimoire,PS2,2007,Strategy,Tecmo Koei,0.01,0.01,0.03,0.0,0.05,79.0,39.0,7.9,17.0,Vanilla Ware,Everyone 10+
Deadliest Catch: Alaskan Storm,X360,2008,Sports,Navarre Corp,0.04,0.0,0.0,0.0,0.05,56.0,14.0,5.9,15.0,Liquid Dragon Studios,Teen
Crime Life: Gang Wars,XB,2005,Action,Konami Digital Entertainment,0.04,0.01,0.0,0.0,0.05,30.0,19.0,3.4,9.0,Hothouse Creations,Mature
Rugby 2005,XB,2005,Sports,Electronic Arts,0.04,0.01,0.0,0.0,0.05,75.0,20.0,7.7,11.0,HB Studios Multimedia,Everyone
Warhammer 40000: Dawn of War,PC,2004,Strategy,THQ,0.01,0.03,0.0,0.01,0.05,86.0,51.0,8.8,295.0,Relic,Mature
Rock 'N Roll Racing,GBA,2003,Racing,Activision,0.03,0.01,0.0,0.0,0.05,80.0,12.0,9.4,5.0,Mass Media,Everyone
Silhouette Mirage,PS,1998,Platform,ESP,0.03,0.02,0.0,0.0,0.05,69.0,8.0,7.5,4.0,Treasure,Everyone
Dynasty Warriors Vol. 2,PSP,2006,Action,Tecmo Koei,0.04,0.0,0.0,0.0,0.05,57.0,28.0,8.1,8.0,Omega Force,Teen
Freelancer,PC,2003,Simulation,Microsoft Game Studios,0.02,0.02,0.0,0.01,0.05,85.0,39.0,9,185.0,Digital Anvil,Teen
LEGO Indiana Jones 2: The Adventure Continues,PC,2009,Action,Activision,0.02,0.03,0.0,0.01,0.05,66.0,13.0,8,19.0,Traveller's Tales,Everyone 10+
Rugby 06,PS2,2006,Sports,Electronic Arts,0.02,0.02,0.0,0.01,0.05,70.0,6.0,7.8,27.0,EA Canada,Everyone
Fatal Frame II: Crimson Butterfly Director's Cut,XB,2004,Action,Microsoft Game Studios,0.04,0.01,0.0,0.0,0.05,84.0,37.0,8.3,16.0,Tecmo,Mature
2002 FIFA World Cup,GC,2002,Sports,Electronic Arts,0.04,0.01,0.0,0.0,0.05,78.0,9.0,7.7,6.0,EA Sports,Everyone
The Lord of the Rings: The Battle for Middle-Earth II,X360,2006,Strategy,Electronic Arts,0.0,0.04,0.0,0.0,0.05,79.0,50.0,7.5,83.0,EA LA,Teen
Need for Speed Carbon,PC,2006,Racing,Electronic Arts,0.0,0.04,0.0,0.01,0.05,78.0,17.0,7.2,249.0,Black Box,Everyone 10+
Colin McRae Rally 2005,XB,2004,Racing,Codemasters,0.04,0.01,0.0,0.0,0.05,83.0,35.0,7.5,6.0,Codemasters,Everyone
Saiyuki: Journey West,PS,1999,Strategy,Tecmo Koei,0.03,0.02,0.0,0.0,0.05,73.0,9.0,7.1,9.0,Koei,Everyone
Empire Earth,PC,2001,Strategy,Vivendi Games,0.0,0.04,0.0,0.01,0.05,81.0,23.0,8.2,126.0,Stainless Steel Studios,Teen
DuckTales: Remastered,PS3,2013,Action,Capcom,0.01,0.03,0.0,0.01,0.05,75.0,31.0,7.4,135.0,WayForward,Everyone
Worms Reloaded,PC,2010,Strategy,Team17 Software,0.0,0.04,0.0,0.01,0.05,79.0,28.0,6.8,185.0,Team 17,Everyone 10+
StarCraft,PC,1998,Strategy,Activision,0.0,0.04,0.0,0.01,0.05,88.0,15.0,9.1,813.0,Blizzard Entertainment,Teen
World Championship Pool 2004,PS2,2004,Sports,Jaleco,0.02,0.02,0.0,0.01,0.05,60.0,4.0,6.7,6.0,Blade Interactive,Everyone
B-Boy,PSP,2006,Misc,Sony Computer Entertainment,0.04,0.0,0.0,0.0,0.05,50.0,11.0,7.8,6.0,FreeStyleGames,Teen
Kakuto Chojin,XB,2002,Fighting,Microsoft Game Studios,0.04,0.01,0.0,0.0,0.05,46.0,26.0,7.2,17.0,DreamFactory,Teen
Need for Speed Underground,PC,2003,Racing,Electronic Arts,0.0,0.04,0.0,0.01,0.05,82.0,24.0,8.3,307.0,Black Box,Everyone
Moon,DS,2009,Adventure,Mastiff,0.04,0.0,0.0,0.0,0.05,71.0,45.0,7.4,21.0,Renegade Kid,Teen
Snoopy vs the Red Baron,PSP,2006,Adventure,Namco Bandai Games,0.04,0.0,0.0,0.0,0.05,76.0,7.0,7.8,4.0,Smart Bomb Interactive,Everyone 10+
Virtua Tennis 3,PSP,2007,Sports,Sega,0.02,0.02,0.0,0.01,0.05,79.0,17.0,7.7,13.0,Sumo Digital,Everyone
Raze's Hell,XB,2005,Shooter,Majesco Entertainment,0.04,0.01,0.0,0.0,0.05,71.0,37.0,8.1,8.0,Artech Studios,Mature
Far Cry,PC,2004,Shooter,Ubisoft,0.0,0.04,0.0,0.01,0.05,89.0,72.0,8.1,724.0,Crytek,Mature
Hoshigami: Ruining Blue Earth,PS,2001,Role-Playing,Max Five,0.03,0.02,0.0,0.0,0.05,62.0,9.0,8.7,26.0,Max Five,Everyone
NightCaster II: Equinox,XB,2002,Action,Jaleco,0.03,0.01,0.0,0.0,0.05,46.0,12.0,7,4.0,Jaleco Entertainment,Teen
Ship Simulator Extremes,PC,2010,Simulation,Paradox Interactive,0.0,0.04,0.0,0.01,0.05,49.0,5.0,6.2,27.0,VSTEP,Everyone
Time Crisis: Project Titan,PS,2001,Shooter,Namco Bandai Games,0.03,0.02,0.0,0.0,0.05,71.0,13.0,6.7,6.0,Flying Tiger Development,Teen
Ys: The Ark of Napishtim,PSP,2006,Role-Playing,Konami Digital Entertainment,0.04,0.0,0.0,0.0,0.05,64.0,29.0,7.3,13.0,Konami Software Shanghai,Everyone 10+
Pro Evolution Soccer 2017,XOne,2016,Sports,Konami Digital Entertainment,0.01,0.03,0.0,0.0,0.05,87.0,12.0,6.1,84.0,Konami,Everyone
FIFA Soccer 10,PC,2009,Sports,Electronic Arts,0.0,0.04,0.0,0.01,0.05,72.0,14.0,3.8,59.0,EA Sports,Everyone
The Sims,PC,2000,Simulation,Electronic Arts,0.01,0.03,0.0,0.01,0.05,92.0,38.0,7.9,451.0,Maxis,Teen
FIFA Manager 12,PC,2011,Sports,Electronic Arts,0.0,0.03,0.0,0.01,0.05,72.0,11.0,3.9,24.0,Bright Future GmbH,Everyone
Gitaroo Man,PS2,2001,Misc,THQ,0.02,0.02,0.0,0.01,0.05,82.0,21.0,8.7,25.0,Koei/Inis,Everyone
Cabela's Trophy Bucks,X360,2007,Sports,Activision Value,0.04,0.0,0.0,0.0,0.05,39.0,4.0,3,4.0,FUN Labs,Teen
XCOM 2,XOne,2016,Strategy,Take-Two Interactive,0.02,0.02,0.0,0.0,0.05,87.0,17.0,8.1,40.0,Firaxis Games,Teen
Rock of the Dead,X360,2010,Shooter,Conspiracy Entertainment,0.04,0.0,0.0,0.0,0.05,48.0,7.0,4.8,4.0,Epicenter Studios,Teen
Code Lyoko,DS,2007,Action,Game Factory,0.03,0.01,0.0,0.0,0.05,63.0,11.0,6.8,13.0,DC Studios,Everyone 10+
Pool Party,Wii,2007,Sports,SouthPeak Games,0.04,0.0,0.0,0.0,0.05,32.0,13.0,0.7,6.0,SouthPeak Games,Everyone
Rapala Fishing Frenzy 2009,X360,2008,Sports,Activision,0.04,0.0,0.0,0.0,0.05,41.0,5.0,7.2,6.0,FUN Labs,Everyone
Company of Heroes,PC,2006,Strategy,THQ,0.0,0.04,0.0,0.01,0.05,93.0,55.0,8.8,1128.0,Relic,Mature
Wonder World Amusement Park,Wii,2008,Misc,Majesco Entertainment,0.04,0.0,0.0,0.0,0.05,37.0,9.0,4.5,4.0,Coyote Console,Everyone
Ride 2,PS4,2016,Racing,Milestone S.r.l,0.0,0.04,0.0,0.01,0.05,71.0,19.0,8,12.0,Milestone S.r.l,Everyone
Wing Island,Wii,2006,Simulation,Konami Digital Entertainment,0.03,0.01,0.01,0.0,0.05,47.0,32.0,4.9,8.0,CAProduction,Everyone
Silent Hunter: Wolves of the Pacific,PC,2007,Simulation,Ubisoft,0.0,0.04,0.0,0.01,0.05,79.0,22.0,6.9,40.0,Ubisoft Romania,Teen
Wrath Unleashed,XB,2004,Strategy,LucasArts,0.03,0.01,0.0,0.0,0.05,69.0,32.0,7,4.0,Double Helix Games,Teen
March of the Penguins,DS,2006,Adventure,Zoo Digital Publishing,0.04,0.0,0.0,0.0,0.05,34.0,8.0,1.7,6.0,SkyRiver Studios,Everyone
Double Dragon Advance,GBA,2003,Action,Atlus,0.03,0.01,0.0,0.0,0.05,75.0,21.0,8.4,5.0,Million,Teen
The Bible Game,XB,2005,Misc,Crave Entertainment,0.03,0.01,0.0,0.0,0.05,60.0,6.0,2.7,13.0,Crave,Everyone
Bubble Bobble Revolution,DS,2005,Puzzle,Atari,0.04,0.0,0.0,0.0,0.05,38.0,19.0,6.2,6.0,Taito Corporation,Everyone
Yager,XB,2003,Shooter,THQ,0.03,0.01,0.0,0.0,0.05,70.0,19.0,9.3,9.0,Yager,Teen
Root Letter,PSV,2016,Adventure,PQube,0.0,0.03,0.01,0.01,0.05,78.0,6.0,7.8,6.0,Kadokawa,Mature
Futurama,XB,2003,Platform,SCi,0.03,0.01,0.0,0.0,0.05,58.0,21.0,6.9,14.0,UDS,Teen
Supreme Commander,PC,2007,Strategy,THQ,0.0,0.04,0.0,0.01,0.05,86.0,44.0,8.3,263.0,Gas Powered Games,Everyone 10+
Pool Hall Pro,Wii,2009,Sports,Playlogic Game Factory,0.04,0.0,0.0,0.0,0.05,62.0,5.0,5.3,4.0,Icon Games,Everyone
Microsoft Train Simulator,PC,2001,Simulation,Microsoft Game Studios,0.0,0.04,0.0,0.01,0.05,84.0,16.0,8.4,21.0,Kuju Entertainment,Everyone
Resident Evil 6,XOne,2016,Shooter,Capcom,0.04,0.0,0.0,0.0,0.05,63.0,12.0,6.3,34.0,Capcom,Mature
Assassin's Creed: Altair's Chronicles,DS,2008,Platform,Ubisoft,0.03,0.01,0.0,0.0,0.05,58.0,30.0,6.3,30.0,Gameloft,Teen
Bad Boys: Miami Takedown,GC,2004,Shooter,Empire Interactive,0.03,0.01,0.0,0.0,0.05,35.0,11.0,2,9.0,Blitz Games,Mature
Fantastic Four: Rise of the Silver Surfer,Wii,2007,Action,Take-Two Interactive,0.04,0.01,0.0,0.0,0.05,39.0,16.0,5.9,15.0,7 Studios,Teen
Pony Friends,DS,2007,Simulation,Eidos Interactive,0.0,0.04,0.0,0.01,0.04,67.0,8.0,6.6,12.0,Tantalus Interactive,Everyone
Art of Fighting Anthology,PS2,2006,Fighting,Crave Entertainment,0.02,0.02,0.0,0.01,0.04,60.0,19.0,7,4.0,SNK Playmore,Teen
Sébastien Loeb Rally Evo,PS4,2016,Racing,Milestone S.r.l,0.0,0.04,0.0,0.01,0.04,71.0,28.0,8.1,73.0,Milestone S.r.l,Everyone
Lux-Pain,DS,2008,Adventure,Rising Star Games,0.04,0.0,0.0,0.0,0.04,48.0,33.0,6.2,18.0,Killaware,Teen
Guilty Gear XX Accent Core,PS2,2007,Fighting,Unknown,0.0,0.0,0.04,0.0,0.04,77.0,9.0,8.3,16.0,Arc System Works,Teen
Mafia,PC,2002,Action,Take-Two Interactive,0.0,0.04,0.0,0.01,0.04,88.0,27.0,9.1,863.0,Illusion Softworks,Mature
Disney's Donald Duck: Goin' Quackers,GC,2002,Platform,Ubisoft,0.03,0.01,0.0,0.0,0.04,61.0,7.0,3,4.0,Ubisoft Montreal,Everyone
Operation Flashpoint: Elite,XB,2005,Shooter,Codemasters,0.03,0.01,0.0,0.0,0.04,64.0,24.0,8.3,27.0,Bohemia Interactive,Teen
Fantastic Four: Rise of the Silver Surfer,DS,2007,Action,Take-Two Interactive,0.04,0.0,0.0,0.0,0.04,35.0,8.0,4.8,13.0,7 Studios,Everyone 10+
Virtua Tennis 3,X360,2007,Sports,Sega,0.03,0.01,0.0,0.0,0.04,80.0,34.0,6.8,26.0,Sumo Digital,Everyone
Front Mission,DS,2007,Strategy,Square Enix,0.01,0.0,0.03,0.0,0.04,72.0,19.0,8.9,9.0,Square Enix,Everyone 10+
Tropico 3,PC,2009,Strategy,Kalypso Media,0.0,0.04,0.0,0.01,0.04,79.0,48.0,8.1,184.0,Haemimont,Teen
Boktai 2: Solar Boy Django,GBA,2004,Role-Playing,Konami Digital Entertainment,0.03,0.01,0.0,0.0,0.04,78.0,20.0,8.5,11.0,KCEJ,Teen
Life is Strange,PC,2016,Adventure,Square Enix,0.01,0.04,0.0,0.0,0.04,83.0,15.0,8.6,1620.0,DONTNOD Entertainment,Mature
Battlezone,PS4,2016,Action,Rebellion Developments,0.02,0.02,0.0,0.01,0.04,66.0,39.0,7,31.0,Rebellion,Teen
Pro Evolution Soccer 2016,PC,2015,Sports,Konami Digital Entertainment,0.0,0.04,0.0,0.0,0.04,76.0,12.0,4.3,286.0,Konami,Everyone
The Dark Spire,DS,2008,Role-Playing,Success,0.04,0.0,0.0,0.0,0.04,69.0,23.0,7.7,21.0,Success,Everyone 10+
Teenage Mutant Ninja Turtles: Mutants in Manhattan,XOne,2016,Action,Activision,0.03,0.01,0.0,0.0,0.04,55.0,14.0,6,38.0,PlatinumGames,Teen
Runaway: A Twist of Fate,PC,2009,Adventure,Focus Home Interactive,0.0,0.04,0.0,0.01,0.04,79.0,15.0,8.2,40.0,Pendulo Studios,Teen
FlatOut 2,XB,2006,Racing,Empire Interactive,0.03,0.01,0.0,0.0,0.04,73.0,38.0,7.3,8.0,Bugbear,Teen
Rogue Trooper,PS2,2006,Shooter,Eidos Interactive,0.02,0.02,0.0,0.01,0.04,71.0,37.0,8.2,9.0,Rebellion,Teen
Backyard Baseball '09,Wii,2008,Sports,Atari,0.04,0.0,0.0,0.0,0.04,37.0,4.0,7.8,5.0,Humongous Entertainment,Everyone
Tom Clancy's HAWX,PC,2009,Action,Ubisoft,0.0,0.03,0.0,0.01,0.04,70.0,23.0,7.3,125.0,Ubisoft Romania,Teen
Enemy Front,X360,2014,Shooter,Namco Bandai Games,0.02,0.02,0.0,0.0,0.04,35.0,8.0,5.8,78.0,CI Games,Mature
Shantae and the Pirate's Curse,3DS,2015,Platform,Rising Star Games,0.01,0.0,0.03,0.0,0.04,82.0,18.0,8.5,86.0,WayForward,Everyone 10+
Dai Senryaku VII: Modern Military Tactics,XB,2003,Strategy,Kool Kizz,0.03,0.01,0.0,0.0,0.04,74.0,11.0,8.8,6.0,SystemSoft,Everyone
Castle of Shikigami III,Wii,2007,Shooter,PQube,0.04,0.0,0.0,0.0,0.04,67.0,9.0,7.6,9.0,Alfa System,Teen
Nobunaga's Ambition: Sphere of Influence,PS4,2014,Strategy,Tecmo Koei,0.03,0.0,0.0,0.01,0.04,80.0,20.0,8.1,46.0,Koei Tecmo Games,Teen
FIFA Street 2,DS,2006,Sports,Electronic Arts,0.04,0.0,0.0,0.0,0.04,43.0,5.0,7.5,4.0,Exient Entertainment,Everyone
City Life: World Edition,PC,2007,Simulation,Monte Christo Multimedia,0.0,0.04,0.0,0.0,0.04,75.0,7.0,8.2,9.0,Monte Cristo Multimedia,Everyone
Corpse Party: Book of Shadows,PSP,2011,Adventure,5pb,0.0,0.0,0.04,0.0,0.04,67.0,23.0,8.2,50.0,5pb,Mature
WarTech: Senko no Ronde,X360,2006,Fighting,Ubisoft,0.04,0.0,0.0,0.0,0.04,60.0,33.0,6.1,7.0,G.Rev,Teen
IL-2 Sturmovik: 1946,PC,2006,Simulation,Ubisoft,0.0,0.04,0.0,0.01,0.04,86.0,9.0,8.8,115.0,1C: Maddox Games,Teen
Red Ninja: End of Honor,PS2,2005,Action,Vivendi Games,0.02,0.02,0.0,0.01,0.04,47.0,17.0,5,7.0,Opus,Mature
Praetorians,PC,2003,Strategy,Eidos Interactive,0.0,0.04,0.0,0.0,0.04,78.0,23.0,8.2,38.0,Pyro Studios,Teen
LEGO Friends,3DS,2013,Action,Warner Bros. Interactive Entertainment,0.0,0.04,0.0,0.0,0.04,43.0,4.0,8.3,4.0,Hellbent Games,Everyone
SPRay,Wii,2008,Action,Tecmo Koei,0.04,0.0,0.0,0.0,0.04,42.0,16.0,4.5,6.0,EKO Software,Everyone 10+
Outlaw Tennis,XB,2005,Sports,Global Star,0.03,0.01,0.0,0.0,0.04,66.0,45.0,7.7,6.0,Hypnotix,Mature
Brothers: A Tale of Two Sons,XOne,2015,Adventure,505 Games,0.03,0.01,0.0,0.0,0.04,81.0,6.0,8.9,26.0,Starbreeze,Teen
Attack of the Movies 3D,X360,2010,Shooter,Majesco Entertainment,0.04,0.0,0.0,0.0,0.04,38.0,8.0,1.7,10.0,Panic Button,Teen
Secret Files: Tunguska,PC,2006,Adventure,DreamCatcher Interactive,0.0,0.04,0.0,0.0,0.04,66.0,26.0,7.4,38.0,Fusionsphere Systems,Teen
NASCAR 07,XB,2006,Racing,Electronic Arts,0.03,0.01,0.0,0.0,0.04,72.0,26.0,7,4.0,EA Tiburon,Everyone
Dance Dance Revolution Disney Mix,PS,2000,Simulation,Konami Digital Entertainment,0.02,0.02,0.0,0.0,0.04,74.0,7.0,8.3,13.0,Konami,Everyone
Thrillville: Off the Rails,DS,2007,Strategy,LucasArts,0.03,0.01,0.0,0.0,0.04,59.0,6.0,6.2,5.0,DC Studios,Everyone
Bloody Roar Extreme,XB,2003,Fighting,Hudson Soft,0.03,0.01,0.0,0.0,0.04,61.0,22.0,8.6,9.0,Eighting/Raizing,Teen
Split/Second,PC,2010,Racing,Disney Interactive Studios,0.0,0.04,0.0,0.01,0.04,79.0,18.0,8.2,116.0,Black Rock Studio,Everyone 10+
Dead Head Fred,PSP,2007,Action,D3Publisher,0.04,0.0,0.0,0.0,0.04,75.0,30.0,7.3,23.0,Vicious Cycle,Mature
Need for Speed: ProStreet,PC,2007,Racing,Electronic Arts,0.0,0.04,0.0,0.01,0.04,70.0,18.0,5.9,163.0,EA Games,Everyone 10+
Digimon Rumble Arena 2,GC,2004,Fighting,Atari,0.03,0.01,0.0,0.0,0.04,71.0,5.0,8.1,7.0,Black Ship Games,Teen
Gravity Falls: Legend of the Gnome Gemulets,3DS,2015,Action,Ubisoft,0.03,0.0,0.0,0.0,0.04,46.0,4.0,5.8,10.0,Ubisoft Osaka,Everyone
Hellboy: The Science of Evil,PSP,2008,Action,Konami Digital Entertainment,0.04,0.0,0.0,0.0,0.04,42.0,14.0,7.1,13.0,Krome Studios,Teen
The Sims Deluxe,PC,2002,Simulation,Electronic Arts,0.01,0.02,0.0,0.01,0.04,92.0,6.0,8.2,77.0,Maxis,Teen
LEGO Indiana Jones: The Original Adventures,PC,2008,Action,LucasArts,0.02,0.02,0.0,0.0,0.04,78.0,14.0,7.7,35.0,Traveller's Tales,Everyone 10+
The Sims 2: Pets,PC,2006,Simulation,Electronic Arts,0.01,0.02,0.0,0.01,0.04,76.0,23.0,7.7,40.0,Maxis,Teen
The Kore Gang,Wii,2010,Platform,Flashpoint Games,0.04,0.0,0.0,0.0,0.04,70.0,10.0,8.6,7.0,Snap Dragon Games,Everyone 10+
Rugby Challenge 3,PS4,2016,Sports,Alternative Software,0.0,0.04,0.0,0.01,0.04,64.0,4.0,6.8,12.0,Wicked Witch Software,Everyone
Blood Bowl,PC,2009,Sports,Focus Home Interactive,0.02,0.02,0.0,0.0,0.04,72.0,34.0,6.5,57.0,Cyanide,Teen
Port Royale 2,PC,2004,Strategy,Ascaron Entertainment GmbH,0.0,0.03,0.0,0.01,0.04,75.0,20.0,7.7,40.0,Ascaron Entertainment GmbH,Teen
Star Trek: Shattered Universe,XB,2004,Simulation,Global Star,0.03,0.01,0.0,0.0,0.04,41.0,21.0,4,10.0,Starsphere Interactive,Everyone
Company of Heroes: Tales of Valor,PC,2009,Strategy,THQ,0.0,0.03,0.0,0.01,0.04,70.0,42.0,7.2,204.0,Relic,Mature
Guilty Gear XX Accent Core,Wii,2007,Fighting,505 Games,0.03,0.0,0.0,0.0,0.04,75.0,15.0,8.4,19.0,Arc System Works,Teen
